western medicine
100 days
2020 pandemic
3c-like protease
acute abdomen
adult covid-19
among nursing
antibody levels
antiviral treatment
artery disease
attack rate
behavior change
blood cells
breast reconstruction
cardiac arrhythmias
cases using
cell immunity
cerebrovascular disease
chadox1 ncov-19
city hospital
clinical analysis
clinical considerations
clinical findings
clinical guidance
confirmed sars-cov-2
convalescent covid-19
covid-19 affect
covid-19 diagnostics
covid-19 fatality
covid-19 preparedness
covid-19 prognosis
covid-19 prophylaxis
covid-19 reveals
covid-19 task
covid-19 therapies
critical analysis
deep neural
delayed diagnosis
development goals
different clinical
disease-19 pandemic
elderly patient
environmental contamination
european union
first phase
first responders
gustatory dysfunctions
health needs
health record
health regulations
hepatocellular carcinoma
high throughput
histopathological findings
hospital stay
hospitalized adults
household transmission
human cells
influenza viruses
international registry
knee arthroplasty
lactate dehydrogenase
like covid-19
low-resource settings
manifestations associated
medical college
mortality associated
multiple organ
network meta-analysis
next generation
noninvasive ventilation
nonpharmaceutical interventions
north american
nosocomial transmission
oral manifestations
organ donation
paediatric emergency
pandemic situation
pcr testing
physical inactivity
pneumonia caused
posterior reversible
potential effects
potential mechanism
potential therapy
prognostic factor
propensity score-matched
radiological findings
rapid tests
recovered patients
regression analysis
respiratory protection
reversible encephalopathy
safety considerations
safety net
sars-cov-2 strains
screen time
secondary care
series study
small molecule
social capital
social workers
special considerations
structural equation
study finds
suicidal ideation
systemic review
tackle covid-19
taste disorders
tertiary centre
therapeutic effects
thromboembolic complications
thrombosis associated
transmission among
transplant patient
urgent call
urology practice
vaccine acceptance
ventricular assist
wastewater-based epidemiology
women admitted
activity levels
adverse clinical
american heart
amino acid
antenatal care
anxiety disorder
asian countries
author response
blood transfusion
cancer centre
cardiac tamponade
care hospitals
care response
care systems
chest radiograph
child abuse
children infected
clinical evidence
community mental
contain covid-19
contracting covid-19
covid-19 drugs
covid-19 fear
covid-19 infodemic
data analytics
detect sars-cov-2
disease among
drug reactions
early pandemic
emerging coronavirus
emerging evidence
emotional well-being
encephalopathy syndrome
endoscopic procedures
european association
face shield
fdg pet/ct
filtration efficiency
food safety
french society
hand sanitizers
health belief
health burden
health protection
heart association
hematological malignancies
herpes zoster
high flow
highly sensitive
hiv care
host cells
hydrogen peroxide
ill adults
immunosuppressive therapy
infection using
inhibitors targeting
injury associated
internet use
interrupted time
ischaemic stroke
january 2020
laboratory characteristics
large health
left behind
looking beyond
lung diseases
lymphocytic leukemia
machine learning-based
male fertility
medical personnel
medical research
meta analysis
mildly symptomatic
musculoskeletal diseases
myeloid leukemia
national study
nerve palsy
new orleans
new therapeutic
north carolina
oncology clinical
online education
outside wuhan
paediatric patients
patient monitoring
pluripotent stem
point-of-care testing
positive rt-pcr
postpartum women
potential target
prenatal care
prospective longitudinal
psychiatric patients
psychiatric symptoms
psychological consequences
public policy
questionnaire survey
receptor antagonist
reconstructive surgery
rehabilitation services
resource-limited settings
respiratory syncytial
response strategies
retrospective multicenter
reverse transcriptase
risk mitigation
rural areas
san francisco
sars-cov-2 diagnostic
sars-cov-2 host
sars-cov-2-infected patients
sars-cov2 pandemic
sentiment analysis
serological testing
severe outcomes
silico identification
single-cell rna
sir model
special reference
spike receptor-binding
stem cell-derived
subacute thyroiditis
successful management
surgical smoke
surveillance study
survey data
survival analysis
systemic sclerosis
testing capacity
therapeutic agent
ulcerative colitis
universal health
universal masking
vaccination strategies
validation study
virus pandemic
washington state
activation syndrome
addressing covid-19
aged care
among adult
among physicians
assist device
assisted living
belief model
bladder cancer
brain stimulation
cape town
cardiac catheterization
challenge studies
challenges facing
clinical spectrum
coll physicians
community spread
comprehensive analysis
coronavirus infectious
coronavirus testing
coronavirus vaccines
covid-19 healthcare
covid-19 medical
covid-19 stress
covid-19-related mortality
crisis standards
cytokine storms
delayed presentation
dependent rna
diagnostic tool
digital mental
disease surveillance
diseases treated
disorder treatment
drug use
early response
effective treatment
emotional impact
endothelial cells
epidemiological data
epidemiological investigation
exit strategy
face shields
family caregivers
family physicians
fda approved
fda-approved drugs
field hospital
first results
first six
fracture patients
frontline medical
future challenges
future research
graduate medical
health responses
heart rate
high altitude
human challenge
immune cell
income countries
influenza pandemic
initial stage
interim guidance
international medical
kinase inhibitors
large vessel
local health
low-income countries
macrophage activation
male reproductive
may contribute
media reports
mild-to-moderate covid-19
molecular biology
molecular diagnosis
molecular diagnostic
molecular modeling
moral distress
multicenter observational
multidisciplinary team
national cancer
national cross-sectional
neuromyelitis optica
new approach
new cases
november 2020
nursing education
older adult
one size
online medical
patient infected
pediatric intensive
peptide vaccine
physicians surg
plasminogen activator
positive covid-19
post-acute covid-19
potent inhibitors
potential treatments
pre-exposure prophylaxis
presenting symptom
professional development
quantitative analysis
receptor blocker
requiring mechanical
residency programs
respiratory syndrome-coronavirus-2
risk among
rt-pcr assay
saliva samples
sars-cov-2 igm
sars-cov-2 isolates
sars-cov-2 may
sars-cov-2 via
service provision
shelter hospital
short report
skin lesions
sleep disturbances
spanish population
standard care
structural analysis
surg pak
surgery training
syncytial virus
syndrome following
taste dysfunction
thoracic imaging
transplant center
universal testing
using mobile
vascular disease
venous sinus
virus transmission
workers exposed
xpress sars-cov-2
2019-novel coronavirus
adults living
adverse outcome
among students
among u.s.
amyotrophic lateral
anatomy education
antibody assays
antibody-dependent enhancement
antiretroviral therapy
anxiety scale
associated acute
asymptomatic cases
awake prone
bipolar disorder
british columbia
cardiac manifestations
case control
celiac disease
cell receptor
cell response
central italy
challenges ahead
clinical laboratories
clostridioides difficile
collapsing glomerulopathy
comparative evaluation
comprehensive cancer
computational analysis
computed tomographic
concerns regarding
consensus guidelines
contact lens
corticosteroid treatment
covid-19 impacts
covid-19 isolation
covid-19 measures
covid-19 misinformation
covid-19 pathophysiology
covid-19 requiring
covid-19 school
covid-19 severe
covid-19 state
covid-19 therapeutic
covid-19 trials
covid-19 vaccinations
covid-19-infected patients
d614g mutation
david oliver
death rate
dermatology practice
diabetes management
diabetes patients
digestive endoscopy
digital divide
disproportionate impact
dried blood
drug target
drug therapy
drugs used
dynamic model
early effects
early outbreak
early sars-cov-2
elderly covid-19
emergency physicians
empirical study
epidemic outbreak
essential workers
ethical dilemmas
exposure risk
eye protection
false positive
fatal case
first aid
fully automated
future implications
generalized anxiety
global mental
hand sanitizer
health behavior
health coverage
health disorders
health sciences
highly pathogenic
hyperbaric oxygen
hyperinflammatory syndrome
illness severity
information sources
integrative review
intellectual disabilities
interferon response
interventional cardiology
invasive ventilation
italian population
january 2021
kawasaki-like disease
lateral sclerosis
low covid-19
lower limb
lung epithelial
maternal mental
mathematical models
medical service
mental wellbeing
mild sars-cov-2
n95 filtering
n95 masks
nasal swabs
non-steroidal anti-inflammatory
non-structural protein
ongoing clinical
open label
oropharyngeal swabs
outcomes following
panic buying
patient experience
patients based
patients suspected
perioperative care
pharmaceutical care
potential benefits
potential inhibitor
practice patterns
preliminary experience
prevent severe
problems among
psychiatric care
psychological responses
pump inhibitors
quality assessment
rapid diagnosis
rapid transition
remote patient
repurposing drugs
repurposing study
requiring extracorporeal
research network
respiratory samples
rna dependent
rna sequencing
rt-pcr results
sars cov2
sars-cov-2 mutations
scientific research
seroprevalence among
severe forms
sex workers
silver linings
single dose
social distance
social restrictions
sri lanka
stroke management
systemic inflammation
telehealth services
telemedicine visits
temporal changes
tertiary eye
therapeutic intervention
thromboembolic disease
thrombotic microangiopathy
thrombotic thrombocytopenic
trained immunity
transmission routes
tyrosine kinase
upper airway
vaccination among
ventricular dysfunction
warning score
weight gain
west africa
18f-fdg pet/ct
2019 cases
2019 disease
acid test
acute heart
acute limb
adaptive immunity
address covid-19
adipose tissue
aerosol generating
angiotensin-receptor blockers
asymptomatic individuals
asymptomatic patient
bacterial infections
barrier enclosure
base surgery
binding affinity
bioactive compounds
broad-spectrum antiviral
burnout among
cardiac imaging
cardiovascular care
care service
cell activation
cellular immunity
chemosensory dysfunction
chest pain
clinical presentations
complicating covid-19
conceptual framework
confirmed case
contact dermatitis
control practices
corona crisis
coronavirus diaries
covid-19 challenge
covid-19 chest
covid-19 community
covid-19 confirmed
covid-19 environment
covid-19 viral
deceased patients
dementia care
digital pcr
digital tools
disease 2019-associated
drug screening
early intervention
early outcomes
early prediction
emerging covid-19
endothelial injury
environmental health
equipment use
evidence-based review
expert recommendations
first months
global crisis
global emergency
gut microbiome
health strategies
health symptoms
heart rhythm
higher mortality
hospitalized coronavirus
human monoclonal
humoral immunity
immediate impact
immune dysregulation
immune evasion
immunoinformatics approach
imported covid-19
in-hospital death
increased covid-19
independently associated
institutional experience
integrated health
italian perspective
learning methods
liver failure
low incidence
manage covid-19
may increase
measures among
mediation model
medical oncology
medical treatment
medical waste
miscellanees coronavirales
molecular mechanism
natural experiment
natural killer
new disease
new year
non-covid-19 patients
novel virus
occupational exposure
olfactory loss
oncology practice
oral cavity
pandemic hospital
pandemic surge
patient presenting
perceived impact
persistent symptoms
planetary health
plasma transfusion
plasma treatment
pneumonia based
practices toward
preventive behaviours
professional identity
prophylactic anticoagulation
psychiatric emergency
ptsd symptoms
public safety
quarantine measures
racial/ethnic disparities
rational use
reduce sars-cov-2
repeated cross-sectional
representative sample
reproductive number
sars-cov-2 assay
sars-cov-2 exposure
scientific literature
serology testing
sleep medicine
sleep problems
south india
sports medicine
st-segment-elevation myocardial
stay-at-home order
study design
symptomatic sars-cov-2
thematic analysis
therapeutic anticoagulation
therapeutic drugs
tracking covid-19
transmission potential
using computational
using google
vaccine trial
vascular access
venous thromboembolic
video conferencing
wake-up call
water quality
zhejiang province
2019 patient
2019-ncov pneumonia
active surveillance
acute disseminated
acute myocarditis
acute sars-cov-2
affected countries
among black
among different
anticoagulant therapy
antigen tests
ards patients
authors reply
available evidence
bad news
behavioral responses
body weight
breast milk
cardiac biomarkers
cardiac magnetic
cardiovascular health
cardiovascular magnetic
care centers
care perspective
care surgery
cell culture
cepheid xpert
chinese cities
clinical pharmacology
coagulation dysfunction
combat sars-cov-2
complement activation
containing covid-19
convalescent patients
copd patients
coronavirus-2 infection
could help
covid-19 adult
covid-19 disparities
covid-19 highlights
covid-19 national
covid-19 prediction
covid-19 scenario
covid-19 versus
covid-19-related deaths
critical ill
crucial role
crystal structure
current understanding
deaths due
deep brain
developing severe
dietary habits
different countries
difficile infection
disease following
disease risk
distribution width
early identification
early spread
early-career researchers
eating habits
economic recovery
elderly population
emergency services
envelope protein
epidemiological models
equitable access
ethical framework
european academy
fatty acids
first dose
first two
fit testing
food supply
food system
forecasting covid-19
fortnightly reporting
free energy
gender-based violence
global analysis
global public
growth factor
halo sign
hand eczema
health beliefs
health management
health worker
healthcare resources
hematologic malignancies
hemodialysis patient
hemolytic anemia
heparin-induced thrombocytopenia
high dose
hiv infection
home health
hospital mortality
human infection
idiopathic pulmonary
immunization practices
infection transmission
inhaled corticosteroids
initial chest
international collaboration
international society
international students
intracranial hemorrhage
italian cohort
laboratory data
lesson learned
life cycle
lived experience
lockdown among
lupus anticoagulant
march-may 2020
maternal health
mechanical thrombectomy
media coverage
metabolic surgery
model development
moderated mediation
molecular mimicry
mouse model
nasal oxygen
nationwide cross-sectional
new pandemic
nitrogen dioxide
non-critically ill
north africa
nosocomial covid-19
nuclear cardiology
nurses working
obstetric patients
october 2020
oncological surgery
optica spectrum
organizing pneumonia
outcomes associated
outpatient clinics
oxygen saturation
pandemic context
pandemic experience
pandemic management
pandemic planning
path forward
pathological findings
patients discharged
pediatric surgery
pharmacy practice
physical medicine
pivotal role
possible treatment
post-covid-19 pandemic
post-intensive care
potential application
potential targets
practical guidance
precision medicine
predict mortality
prevent transmission
prognostic role
promising therapeutic
protease inhibitor
psoriasis patients
psoriatic arthritis
psychological factors
psychological intervention
psychological wellbeing
public knowledge
public perception
quality among
raas inhibitors
rapid scoping
registered clinical
reporting week
residency application
resource utilization
respiratory specimens
response plan
retrospective review
routine blood
sars-cov-2 3cl
sars-cov-2 lineage
sars-cov-2 mrna
sars-cov-2 papain-like
sars-cov-2 serologic
scarce resources
second dose
sensorineural hearing
serious mental
serologic testing
serum levels
service evaluation
severe complications
skin diseases
special focus
specific antibodies
staphylococcus aureus
stress levels
subarachnoid hemorrhage
sudden cardiac
surgical tracheostomy
suspected patients
swab collection
testing positive
transcription loop-mediated
two different
two sars-cov-2
unanswered questions
upper limb
urban health
vaginal delivery
valve replacement
video visits
virus disease-19
warp speed
-19 pandemic
2019-ncov infection
activity among
acute renal
acute severe
acute stress
adults aged
anaesth 2020
annual meeting
antibody assay
antibody titers
antigen testing
antihypertensive drugs
assisted reproduction
associated pulmonary
asymptomatic transmission
autoimmune rheumatic
biomedical research
blood supply
built environment
cancer clinical
cardiac care
cardiac complications
care among
cataract surgery
cautionary tale
chinese adolescents
chinese experience
chronic myeloid
clinical guidelines
clinical recommendations
clinical validation
codon usage
common respiratory
community settings
computational drug
conducting clinical
confirmed coronavirus
consecutive patients
considerations regarding
continuous renal
coronavirus research
covid-19 autopsies
covid-19 compared
covid-19 critical
covid-19 effects
covid-19 icu
covid-19 myocarditis
covid-19 pandemic-related
covid-19 pathology
covid-19 pneumonitis
covid-19 policy
covid-19 symptom
covid-19 undergoing
covid-19 within
covid-19-associated cytokine
covid-19-positive patient
cross-sectional observational
current scenario
death due
deaths among
decreased mortality
delivery systems
dental practitioners
detect covid-19
detection methods
diagnostic challenge
diagnostic imaging
disease outcomes
disease-modifying therapies
disseminated encephalomyelitis
docking analysis
dynamics study
early childhood
early clinical
ebola virus
effective covid-19
elective surgeries
electronic medical
emergency general
emerging role
entry factors
entry inhibitors
epidemic outbreaks
epidemic spread
epidemic wave
european region
experimental study
fever clinic
first cases
first experience
first three
flow immunoassay
four months
frail older
function testing
future prospects
global outbreak
hand surgery
health concern
health departments
health facilities
health professions
herbal medicines
high rates
high-resolution computed
home isolation
hospital pharmacy
hydroxychloroquine prophylaxis
hydroxychloroquine use
hypercoagulable state
imported cases
in-hospital cardiac
indigenous peoples
infants born
institution experience
international study
isolation ward
italian association
job satisfaction
kidney replacement
large urban
learning techniques
life lost
life-threatening covid-19
locally advanced
low molecular
lung inflammation
lymphoblastic leukemia
management considerations
mass vaccination
massive pulmonary
maternity care
may impact
may protect
mediating effect
medical assistance
medical ethics
mendelian randomization
molecular weight
mortality data
movement control
multi-epitope vaccine
nasopharyngeal samples
negative nasopharyngeal
neuroimaging findings
new model
new paradigm
nonhuman primates
northern ireland
obese patients
open science
open source
operating theatre
organ failure
paediatric covid-19
pandemic conditions
pandemic coronavirus
patient data
patient perspectives
pcr test
pediatric otolaryngology
people experiencing
perinatal mental
phenomenological study
photodynamic therapy
physical examination
pleural effusion
portable chest
positive pressure
possible cause
posttraumatic growth
potential adjuvant
practices related
prevalence among
prevention practices
previously healthy
prolonged sars-cov-2
public awareness
pulmonary tuberculosis
radiology departments
rapid living
rapid spread
registry study
renal disease
reopening schools
repurposing approach
rescue therapy
respiratory protective
respiratory society
response team
retrospective case-control
rhode island
second covid-19
secondary transmission
service providers
simulation studies
single cell
south asian
staff safety
status among
stroke admissions
structure-based virtual
successful recovery
sudden sensorineural
swab samples
swab specimens
symptoms associated
syrian hamsters
technology use
telemedicine use
tertiary cancer
test kits
therapeutic drug
therapeutic effect
therapeutic management
tract infection
transmission rates
transverse myelitis
two covid-19
umbilical cord
university hospitals
urology residency
using digital
using telehealth
veneto region
versus covid-19
via telehealth
video consultation
viral dynamics
vital signs
whole blood
without azithromycin
women infected
worse outcomes
wound care
xpert xpress
2019 crisis
acute aortic
acute cardiac
acute myeloid
acute surgical
adjunctive therapy
adrenal insufficiency
alcohol-based hand
among community
among symptomatic
antibodies using
antibody kinetics
antibody screening
antibody seroprevalence
aortic thrombosis
artery occlusion
artificial neural
asia pacific
asymptomatic healthcare
asymptomatic infections
automated detection
autopsy findings
bacterial pneumonia
behavior among
binding protein
biochemical parameters
blood purification
breast imaging
buenos aires
cardiovascular comorbidities
cardiovascular manifestations
care practice
care provision
case management
catheterization laboratory
cell epitopes
cellular immune
central retinal
challenge trials
chest ct.
child maltreatment
clinical value
coagulation disorders
colon cancer
commercial sars-cov-2
communication strategies
community pharmacies
community pharmacy
concurrent covid-19
congenital cardiac
covid-19 australia
covid-19 changed
covid-19 co-infection
covid-19 conspiracy
covid-19 mrna
covid-19 resurgence
covid-19-associated multisystem
covid-19-associated pneumonia
cutaneous manifestation
dengue virus
dermatology department
dermatology residency
diabetic retinopathy
diagnose covid-19
diagnosed diabetes
different populations
different types
difficult airway
digestive symptoms
drug administration
drugs targeting
early career
early use
economic crisis
elective surgical
elite athletes
emergency surgical
entry genes
epidemic control
epidemic dynamics
epidemic situation
epidemic trends
epidemiological model
ethical implications
external validation
factors contributing
family therapy
first reported
four cases
function tests
game changer
genome analysis
genomic characterization
genomic surveillance
getting back
global spread
glucose-6-phosphate dehydrogenase
growth rate
guangdong province
gynecologic oncology
health inequity
health science
health technologies
health technology
healthcare workforce
hemorrhagic stroke
hesitancy among
high covid-19
home dialysis
hospital preparedness
host factors
human plasma
humoral response
immune-mediated inflammatory
increased incidence
increased severity
induced acute
infected patient
inflammatory biomarkers
inhaled nitric
inhibitory activity
inpatient rehabilitation
intellectual disability
interleukin-6 receptor
international expert
international perspective
interval prolongation
intracerebral hemorrhage
intravenous immunoglobulins
invasive aspergillosis
issues related
italian pediatric
italian regions
jiangsu province
journal club
learning experience
lung damage
lung tissue
lymphocyte count
management plan
management practices
many faces
may cause
may play
media exposure
medical professionals
minority ethnic
molecular diagnostics
n95 mask
natural language
neck oncology
network model
neurodegenerative diseases
neurologic complications
neurological diseases
neurosurgical training
new data
new potential
new reality
new world
non-intubated patients
non-invasive respiratory
northern california
old age
oncological patients
oncology department
one month
oral medicine
oxygenation support
pandemic changed
pandemic within
patient affected
patient-reported outcomes
patients following
pediatric coronavirus
perceived social
perceived threat
personality traits
placebo-controlled trial
pneumonia associated
pneumonia treated
point-of-care test
pool testing
potential alternative
potential influence
potential new
potential risks
preterm delivery
preventive behavior
preventive practices
prognostic marker
protective factor
psychiatric hospitals
psychological state
public opinion
puerto rico
pulmonary edema
qualitative research
quantitative rt-pcr
rapid identification
rapidly evolving
rapidly progressive
rare complication
rate among
rates among
real-time polymerase
real-world data
recent progress
recommendations regarding
reduce mortality
reduce risk
reduced risk
rehabilitation medicine
reported cases
requiring hospitalization
respiratory droplets
respiratory syndrome-coronavirus
reverse transcription-pcr
rheumatic patients
royal college
sars coronavirus-2
sars-cov-2 co-infection
sars-cov-2 diagnosis
sars-cov-2 pathogenesis
sars-cov-2 rna-dependent
sars-cov-2 spread
scoring systems
septic shock
serologic assays
severe infection
severity among
sexual behavior
short term
sichuan province
signaling pathways
smell loss
socioeconomic factors
solid waste
soluble ace2
south wales
spike rbd
spine surgeons
staff members
staff working
staying home
stroke center
subjective well-being
surgery patients
surgical emergencies
syndrome induced
syndrome secondary
systemic inflammatory
therapeutic use
tomographic findings
tracing app
transesophageal echocardiography
transgenic mice
transmission route
trauma care
treatment protocol
trends analysis
u.s. covid-19
unusual case
unusual presentation
updated systematic
urgently needed
useful tool
using covid-19
vaccine safety
vein occlusion
ventilator-associated pneumonia
virtual health
weight heparin
without diabetes
"new" normal
2019 among
2019-ncov outbreak
abortion care
academic health
acute hospital
addis ababa
additive manufacturing
addressing health
admission predicts
adolescent psychiatry
agent-based model
allergen immunotherapy
allergic rhinitis
alliance physician-reported
ambulatory surgery
american association
american indian
among critically
among undergraduate
amplification assay
anti-rheumatic drugs
antibiotic prescribing
antigen rapid
antiviral effect
approach using
artery bypass
attitude toward
atypical presentations
available data
awake proning
based study
behaviour change
beneficial effects
blood clots
blood donation
blood tests
bloodstream infections
bnt162b2 vaccine
body fluids
canadian association
canadian society
cardiac death
cardiac patients
cardiac society
cardiothoracic surgery
cardiovascular events
care covid-19
care syndrome
care team
case definition
cell lung
challenges posed
child protection
chinese adults
chinese college
chinese population
chronic respiratory
circulatory support
clinical aspects
clinical improvement
clinical microbiology
clinical oncology
clinical pharmacists
clinical prediction
clinical progression
clinical reasoning
clinical review
closer look
communication skills
coronavirus patients
could covid-19
covid patients
covid-19 cluster
covid-19 epidemiology
covid-19 exposes
covid-19 mass
covid-19 model
covid-19 pulmonary
covid-19 second
covid-19 without
covid-19-related lockdown
critical need
daily new
data set
data-driven analysis
death risk
december 2019
deep transfer
dengue fever
dental health
department utilization
developing covid-19
diagnostic dilemma
diagnostic methods
diagnostic tools
digital technologies
disease patient
disorder symptoms
distancing due
dose radiation
drive-through testing
drug shortages
early phases
eating disorder
effective reproduction
emerging technologies
emotional distress
epilepsy care
erythema multiforme
ethical principles
ethnic groups
eur urol
existing drugs
exploratory analysis
facial plastic
facial pressure
fatality ratio
favorable outcome
fellowship training
first trimester
first year
fisher syndrome
flow nasal
fungal infections
gender minority
genetic variability
global access
global coronavirus
global food
global research
google searches
health data
health informatics
health professional
health providers
health support
healthcare setting
high resolution
highly specific
historical perspective
hiv prevention
hospital capacity
hospital network
host genetic
hygiene practices
immune dysfunction
immune modulation
immunocompromised patients
implementation science
important role
improve covid-19
inactivated sars-cov-2
indian population
indian society
individual differences
infection may
inflammatory disease
information systems
integrated care
integrative medicine
interventional pain
interview study
italian lockdown
kidney diseases
knowledge gaps
laboratory-confirmed covid-19
language processing
large scale
learning algorithm
limited resources
lived experiences
liver involvement
loneliness among
low-dose chest
lower mortality
lung lesions
macular degeneration
management protocol
mask usage
maxillofacial trauma
may affect
may improve
may reduce
mechanical circulatory
mechanical ventilator
medical imaging
medical information
medical practice
medical schools
medicine residency
membrane fusion
mental status
metropolitan areas
mild symptoms
miller fisher
million people
mimicking covid-19
minority populations
model using
multicenter survey
mycoplasma pneumoniae
nasal swab
naturally occurring
negative results
network approach
neurological involvement
neurosurgical patients
new south
next steps
nhs staff
non nocere
non-small cell
novel 2019
novel technique
nucleocapsid phosphoprotein
nursing practice
observational analysis
older age
olfactory bulb
open access
orthopaedic patients
outbreak investigation
outcome prediction
pandemic based
pandemic emergency
pandemic influenza
patients aged
pcr assay
pediatric asthma
pediatric multisystem
pericardial effusion
peritoneal fluid
persistent viral
physical therapists
physician-reported registry
placental pathology
point prevalence
policy makers
population mobility
population survey
porcine epidemic
possible impact
possible link
post-coronavirus disease
post-covid-19 syndrome
postoperative outcomes
potent sars-cov-2
potential impacts
potential novel
potential source
potential transmission
potential vaccine
practice among
practice points
preventive strategies
primum non
prognostic implications
prognostic tool
program directors
psychiatric hospital
psychological flexibility
psychosocial effects
public hospitals
pulmonary infection
pulmonary thrombosis
qtc prolongation
qualitative exploration
quantitative assessment
radiographic findings
rapid covid-19
rapid evidence
recovery phase
regional hospital
related mortality
remote assessment
renal function
research study
resource settings
respiratory infectious
respiratory rehabilitation
respiratory system
retinal vein
retrospective cross-sectional
routine care
rt-pcr tests
rural health
safety concerns
safety profile
saliva specimens
sars cov
sars-cov-2 rapid
sars-cov-2 seroconversion
sars-cov-2-specific antibodies
school-aged children
second waves
secondary attack
sedentary behaviour
serine protease
serious illness
severe ards
sexual medicine
signaling pathway
silent hypoxemia
silico studies
singapore experience
single-center observational
situ simulation
south asia
spanish flu
special emphasis
specimen collection
student engagement
student perspective
suicide risk
support covid-19
surgery unit
survey-based study
syndrome patients
system using
systematic scoping
t-cell responses
taking care
therapeutic opportunities
therapeutic role
tobacco smoking
tocilizumab treatment
tomography imaging
topic modeling
transmembrane protease
treat patients
treatment adherence
treatment center
trial version
turning point
twitter data
two months
vaccine among
vaccine rollout
venovenous extracorporeal
via telemedicine
virtual teaching
virus shedding
virus-like particles
wastewater surveillance
well-being among
1918 influenza
2019 lockdown
action plan
acute cerebrovascular
acute leukemia
adjuvant treatment
adult patient
adverse reactions
african region
age group
age-related macular
airborne sars-cov-2
among cancer
among iranian
among primary
among workers
analytical study
androgen deprivation
anesthetic management
antibiotic use
antirheumatic drugs
antiviral agent
antiviral effects
anxiety level
application process
armed forces
assessment tool
assisted reproductive
associated coagulopathy
associated pneumonia
automated sars-cov-2
bacille calmette-guerin
back pain
bacterial co-infection
better understanding
binding site
bioinformatics analysis
blood samples
blood type
body temperature
british society
cancer immunotherapy
cancer institute
cancer prevention
cancer radiotherapy
cardiac dysfunction
cardiopulmonary exercise
carotid artery
case detection
center study
chemical shift
children aged
china coronavirus
chinese medical
chinese medicines
chinese patients
chronic rhinosinusitis
clinical applications
clinical challenges
clinical education
clinical immunology
clinical predictors
clinical services
clinical status
cluster analysis
community care
companion animals
complement system
comprehensive stroke
computational study
containment strategies
contributing factor
control order
controlled clinical
coping styles
corneal tissue
coronavirus 229e
coronavirus main
corpus callosum
correlation analysis
covid crisis
covid toes
covid-19 airway
covid-19 clusters
covid-19 contagion
covid-19 context
covid-19 diffusion
covid-19 due
covid-19 negative
covid-19 news
covid-19 psychological
covid-19 receiving
covid-19 recommendations
covid-19 rehabilitation
covid-19 status
covid-19 strategy
covid-19-induced acute
cutaneous lesions
deep convolutional
dehydrogenase deficiency
delivery system
dendritic cells
dental professionals
despite covid-19
diagnostic assays
dialysis unit
different disease
disease activity
disparities among
drug treatment
early data
early pregnancy
ecological analysis
emergency remote
emerging challenges
emerging sars-cov-2
emerging viral
emerging viruses
end-expiratory pressure
endothelial cell
enhanced recovery
enzyme-linked immunosorbent
epidemic diarrhea
essential oils
evaluation using
evidence base
exercise capacity
false-negative results
fasting blood
fatality risk
fibrinolytic therapy
first confirmed
first peak
food consumption
general health
genomic analysis
genomic diversity
geriatric patients
geriatric population
gesellschaft fur
global burden
going viral
gold standard
guiding principles
health behaviours
health ethics
health personnel
health recommendations
health resources
health threat
healthy young
hepatic manifestations
high frequency
high-throughput screening
hiv testing
home monitoring
household contacts
human host
hydroxychloroquine therapy
identify potential
igm antibodies
ill children
immune status
immunomodulatory therapy
immunosuppressed patients
impact assessment
incidental finding
indian scenario
infection treated
infective endocarditis
influenza pneumonia
inhibitors using
initial impact
internet search
internet searches
intravitreal injections
invisible enemy
isolation due
isolation wards
italian healthcare
italian university
learning based
life expectancy
liver dysfunction
local covid-19
long-term treatment
longitudinal strain
look like
low serum
low-dose radiation
lower risk
lung changes
lung infection
making sense
mass gatherings
maternal mortality
may explain
may prevent
measures taken
mechanisms underlying
media data
medical conditions
medically necessary
medicine residents
metabolic health
microbiota transplantation
middle income
mimicking kawasaki
missed opportunity
mobility data
modeling analysis
molecular characterization
molecular targets
monitoring covid-19
monitoring using
multicenter cross-sectional
multicenter experience
multidisciplinary research
nasopharyngeal specimens
national response
nationwide analysis
negative covid-19
neuroinvasive potential
neuropsychiatric symptoms
neurosurgical procedures
neutralizing activity
new approaches
new clinical
next wave
non-human primates
northwest ethiopia
nosocomial sars-cov-2
nucleocapsid proteins
nurse practitioners
ophthalmic manifestations
orthopedic trauma
pancreatic cancer
pandemic restrictions
pandemic spread
paris area
patient education
patient survey
patient undergoing
patients attending
patients dying
pcr positivity
pediatric anesthesia
pediatric cancer
pediatric gastroenterology
pediatric surgical
peer review
peer support
performance characteristics
peripheral arterial
personal experience
pharmacy education
pharmacy students
pictorial review
pneumatosis intestinalis
pneumonia due
pneumonia severity
pneumonia using
political economy
positive end-expiratory
positive test
positron emission
possible implications
post-covid era
post-covid world
postexposure prophylaxis
povidone iodine
practices regarding
pragmatic recommendations
predict in-hospital
predicting in-hospital
predictive models
predicts covid-19
pressure injury
pressure ventilation
profiling reveals
protein binding
psoriatic patients
psychological interventions
psychological problems
psychological reactions
publicly available
pulmonary pathology
qingfei paidu
qtc interval
quarantine period
radiological features
randomized control
rapid point-of-care
rapid testing
reaction testing
reader response
recent developments
rectal cancer
reference center
related acute
related lockdown
renal cell
research funding
research needs
respiratory care
retinal findings
right heart
risk reduction
rt-pcr detection
sars-cov-2 era
sars-cov-2 prevalence
sars-cov-2 treatment
sars-cov-2/covid-19 pandemic
saving lives
scientific publications
